Palavra_Chave,Frequencia,Offset,Timestamp_Coleta
Horário de atendimento,1,21550,2025-12-30T16:19:38.248414
Horário de trabalho,5,21550,2025-12-30T16:19:38.248414
Hordeum vulgare,1,21550,2025-12-30T16:19:38.248414
Horizontal,1,21550,2025-12-30T16:19:38.248414
"Horkheimer, Max, 1885-1973",1,21550,2025-12-30T16:19:38.248414
Hormônio,33,21550,2025-12-30T16:19:38.248414
Hormônio - deficiência,1,21550,2025-12-30T16:19:38.248414
Hormônio - paratireoide,1,21550,2025-12-30T16:19:38.248414
Hormônio do crescimento,1,21550,2025-12-30T16:19:38.248414
Hormônio do crescimento (DGH),2,21550,2025-12-30T16:19:38.248414
Hormônio do crescimento (GH),2,21550,2025-12-30T16:19:38.248414
Hormônio folículo-estimulante,3,21550,2025-12-30T16:19:38.248414
Hormônios,2,21550,2025-12-30T16:19:38.248414
Hormônios adrenocórticos,1,21550,2025-12-30T16:19:38.248414
Hormônios sexuais,2,21550,2025-12-30T16:19:38.248414
Hormônios sexuais - macaco,1,21550,2025-12-30T16:19:38.248414
Hormônios tireoidianos,1,21550,2025-12-30T16:19:38.248414
Hormonização,1,21550,2025-12-30T16:19:38.248414
Hormonoterapia,2,21550,2025-12-30T16:19:38.248414
Horror,1,21550,2025-12-30T16:19:38.248414
Horta escolar,4,21550,2025-12-30T16:19:38.248414
"Horta, Maria Teresa, 1937- crítica e interpretação",2,21550,2025-12-30T16:19:38.248414
Hortaliças,14,21550,2025-12-30T16:19:38.248414
hortaliças,1,21550,2025-12-30T16:19:38.248414
Hortaliças - consumo,1,21550,2025-12-30T16:19:38.248414
Hortaliças - cultivo,6,21550,2025-12-30T16:19:38.248414
Hortaliças - Distrito Federal (Brasil),6,21550,2025-12-30T16:19:38.248414
Hortaliças - doenças e pragas,7,21600,2025-12-30T16:19:42.337085
Hortaliças - manuseio,2,21600,2025-12-30T16:19:42.337085
Hortaliças - mercado consumidor,1,21600,2025-12-30T16:19:42.337085
Hortaliças - nutrição - Distrito Federal (Brasil),1,21600,2025-12-30T16:19:42.337085
Hortaliças - Santo Antônio do Descoberto (GO),1,21600,2025-12-30T16:19:42.337085
Hortas,1,21600,2025-12-30T16:19:42.337085
Horticultura,7,21600,2025-12-30T16:19:42.337085
Horticultura - Distrito Federal (Brasil),2,21600,2025-12-30T16:19:42.337085
Horticultura - produtividade agrícola,4,21600,2025-12-30T16:19:42.337085
Horticultura - qualidade,2,21600,2025-12-30T16:19:42.337085
Hospedagem,2,21600,2025-12-30T16:19:42.337085
Hospitais,27,21600,2025-12-30T16:19:42.337085
Hospitais - administração,8,21600,2025-12-30T16:19:42.337085
Hospitais - administração de pessoal,3,21600,2025-12-30T16:19:42.337085
Hospitais - arquitetura,3,21600,2025-12-30T16:19:42.337085
Hospitais - automação,1,21600,2025-12-30T16:19:42.337085
Hospitais - Brasil,1,21600,2025-12-30T16:19:42.337085
"Hospitais - Brasil, Norte",1,21600,2025-12-30T16:19:42.337085
Hospitais - brincadeiras,1,21600,2025-12-30T16:19:42.337085
Hospitais - endividamento,1,21600,2025-12-30T16:19:42.337085
Hospitais - mobiliário e equipamento,5,21600,2025-12-30T16:19:42.337085
Hospitais - serviço de emergência,3,21600,2025-12-30T16:19:42.337085
Hospitais - serviços de alimentação,2,21600,2025-12-30T16:19:42.337085
Hospitais - utilização,4,21600,2025-12-30T16:19:42.337085
Hospitais de ensino,1,21600,2025-12-30T16:19:42.337085
Hospitais filantrópicos,2,21600,2025-12-30T16:19:42.337085
Hospitais particulares,1,21600,2025-12-30T16:19:42.337085
Hospitais psiquiátricos,9,21600,2025-12-30T16:19:42.337085
Hospitais psiquiátricos - medidas de segurança,1,21600,2025-12-30T16:19:42.337085
Hospitais públicos,7,21600,2025-12-30T16:19:42.337085
Hospitais públicos - Brasília (DF),3,21600,2025-12-30T16:19:42.337085
Hospitais públicos - Distrito Federal (Brasil),7,21600,2025-12-30T16:19:42.337085
Hospitais públicos - financiamento,1,21600,2025-12-30T16:19:42.337085
Hospitais públicos - Tocantins (TO),1,21600,2025-12-30T16:19:42.337085
Hospitais universitários,9,21600,2025-12-30T16:19:42.337085
Hospitais – administração,1,21600,2025-12-30T16:19:42.337085
Hospital de Base - Distrito Federal (Brasil),3,21600,2025-12-30T16:19:42.337085
Hospital de Ensino do Distrito Federal,2,21600,2025-12-30T16:19:42.337085
Hospital psiquiátrico de custódia,2,21600,2025-12-30T16:19:42.337085
Hospital Regional de Ceilândia (HRC),2,21600,2025-12-30T16:19:42.337085
Hospital universitário,1,21600,2025-12-30T16:19:42.337085
Hospital Universitário de Brasília (HUB),15,21600,2025-12-30T16:19:42.337085
Hospital-escola,1,21600,2025-12-30T16:19:42.337085
Hospitalidade,15,21600,2025-12-30T16:19:42.337085
Hospitalização,31,21600,2025-12-30T16:19:42.337085
Hospitalização infantil,2,21600,2025-12-30T16:19:42.337085
Host plant,1,21600,2025-12-30T16:19:42.337085
Hot hand,1,21600,2025-12-30T16:19:42.337085
Hotéis,1,21600,2025-12-30T16:19:42.337085
Hotéis - Brasil,1,21600,2025-12-30T16:19:42.337085
Hotéis - empregados,1,21650,2025-12-30T16:19:46.343242
Hotelaria & turismo,10,21650,2025-12-30T16:19:46.343242
Hotelaria - contabilidade,2,21650,2025-12-30T16:19:46.343242
Hotelaria hospitalar,1,21650,2025-12-30T16:19:46.343242
"Houellebecq, Michel, 1956-",1,21650,2025-12-30T16:19:46.343242
"Houellebecq, Michel, 1956- crítica e interpretação",1,21650,2025-12-30T16:19:46.343242
"Howson, Colin",1,21650,2025-12-30T16:19:46.343242
HPLC-DAD,1,21650,2025-12-30T16:19:46.343242
HPLC-UV,1,21650,2025-12-30T16:19:46.343242
HPV,2,21650,2025-12-30T16:19:46.343242
HPV - vírus,8,21650,2025-12-30T16:19:46.343242
hpv-58,1,21650,2025-12-30T16:19:46.343242
HTLV - vírus,4,21650,2025-12-30T16:19:46.343242
Hub IoT,1,21650,2025-12-30T16:19:46.343242
Hubs - localização,1,21650,2025-12-30T16:19:46.343242
"Hugo, Victor, 1802-1885",5,21650,2025-12-30T16:19:46.343242
"Hugo, Victor, 1802-1885 - crítica e interpretação",5,21650,2025-12-30T16:19:46.343242
Human alphaherpesvirus 1,1,21650,2025-12-30T16:19:46.343242
Human Papillomavirus,1,21650,2025-12-30T16:19:46.343242
Human values,1,21650,2025-12-30T16:19:46.343242
Human-animal connection,1,21650,2025-12-30T16:19:46.343242
Humanidade,5,21650,2025-12-30T16:19:46.343242
Humanidades,1,21650,2025-12-30T16:19:46.343242
Humanismo,4,21650,2025-12-30T16:19:46.343242
Humanismo cívico,1,21650,2025-12-30T16:19:46.343242
Humanismo dialético,1,21650,2025-12-30T16:19:46.343242
Humanismo radical,1,21650,2025-12-30T16:19:46.343242
Humanização,12,21650,2025-12-30T16:19:46.343242
Humanização da assistência,4,21650,2025-12-30T16:19:46.343242
Humanização da pena,1,21650,2025-12-30T16:19:46.343242
Humanização de anticorpos,1,21650,2025-12-30T16:19:46.343242
Humanização do ensino de ciências,1,21650,2025-12-30T16:19:46.343242
Humanização do parto,15,21650,2025-12-30T16:19:46.343242
Humanização dos serviços de saúde,12,21650,2025-12-30T16:19:46.343242
Humanos,4,21650,2025-12-30T16:19:46.343242
Humanos e não-humanos,1,21650,2025-12-30T16:19:46.343242
"Hume, David, 1711-1776",1,21650,2025-12-30T16:19:46.343242
"Hume, David, 1711-1776 - crítica e interpretação",2,21650,2025-12-30T16:19:46.343242
Humicola grisea,2,21650,2025-12-30T16:19:46.343242
Humo,1,21650,2025-12-30T16:19:46.343242
Humor,3,21650,2025-12-30T16:19:46.343242
Humor (Psicologia),1,21650,2025-12-30T16:19:46.343242
"Humor, sátira, etc.",9,21650,2025-12-30T16:19:46.343242
Humorismo,3,21650,2025-12-30T16:19:46.343242
Humus,1,21650,2025-12-30T16:19:46.343242
"Huntington, Doença de",1,21650,2025-12-30T16:19:46.343242
"Hussein, Saddam, 1937-",1,21650,2025-12-30T16:19:46.343242
Husserl,2,21650,2025-12-30T16:19:46.343242
Husserl e Habermas,1,21650,2025-12-30T16:19:46.343242
"Huxley, Julian, 1887-1975",1,21650,2025-12-30T16:19:46.343242
"Huxley, T. H.",1,21700,2025-12-30T16:19:50.440229
Huzita-Hatori,1,21700,2025-12-30T16:19:50.440229
Hydropower,1,21700,2025-12-30T16:19:50.440229
Hydrus 1D,1,21700,2025-12-30T16:19:50.440229
Hymenolepis nana,1,21700,2025-12-30T16:19:50.440229
Hyperplasia,1,21700,2025-12-30T16:19:50.440229
Hypsiboas punctatus,1,21700,2025-12-30T16:19:50.440229
Iatrogênese,1,21700,2025-12-30T16:19:50.440229
IBAS,1,21700,2025-12-30T16:19:50.440229
IBICT,2,21700,2025-12-30T16:19:50.440229
Ibrutinibe,2,21700,2025-12-30T16:19:50.440229
Ibuprofeno,1,21700,2025-12-30T16:19:50.440229
ICA,1,21700,2025-12-30T16:19:50.440229
Icaridina,1,21700,2025-12-30T16:19:50.440229
ICMS,3,21700,2025-12-30T16:19:50.440229
ICMS Ecológico,4,21700,2025-12-30T16:19:50.440229
Icnofósseis,1,21700,2025-12-30T16:19:50.440229
Icomos,1,21700,2025-12-30T16:19:50.440229
Iconicidade,4,21700,2025-12-30T16:19:50.440229
Iconoclastia,1,21700,2025-12-30T16:19:50.440229
Iconografia,5,21700,2025-12-30T16:19:50.440229
Iconografia hermética,1,21700,2025-12-30T16:19:50.440229
Iconologia,2,21700,2025-12-30T16:19:50.440229
ICP-Brasil,1,21700,2025-12-30T16:19:50.440229
Ictiofauna,8,21700,2025-12-30T16:19:50.440229
ID-TIMS,1,21700,2025-12-30T16:19:50.440229
Idade,2,21700,2025-12-30T16:19:50.440229
Idade Média,9,21700,2025-12-30T16:19:50.440229
Idade Média - história,7,21700,2025-12-30T16:19:50.440229
Idade Moderna,2,21700,2025-12-30T16:19:50.440229
Ideação suicida,3,21700,2025-12-30T16:19:50.440229
Idealismo,7,21700,2025-12-30T16:19:50.440229
Ideas industrial,1,21700,2025-12-30T16:19:50.440229
Ideb,1,21700,2025-12-30T16:19:50.440229
Ideia,1,21700,2025-12-30T16:19:50.440229
Identidade,107,21700,2025-12-30T16:19:50.440229
Identidade (Psicologia),16,21700,2025-12-30T16:19:50.440229
Identidade - construção,13,21700,2025-12-30T16:19:50.440229
Identidade - psicologia,1,21700,2025-12-30T16:19:50.440229
Identidade americana,1,21700,2025-12-30T16:19:50.440229
Identidade autista,1,21700,2025-12-30T16:19:50.440229
Identidade brasileira,10,21700,2025-12-30T16:19:50.440229
Identidade coletiva,2,21700,2025-12-30T16:19:50.440229
Identidade corporal,2,21700,2025-12-30T16:19:50.440229
Identidade corporativa,2,21700,2025-12-30T16:19:50.440229
Identidade culturais,1,21700,2025-12-30T16:19:50.440229
Identidade cultural,43,21700,2025-12-30T16:19:50.440229
Identidade de gênero,26,21700,2025-12-30T16:19:50.440229
Identidade de gênero - Cabo Verde,1,21700,2025-12-30T16:19:50.440229
Identidade de gênero - doenças - Maputo (Moçambique),1,21700,2025-12-30T16:19:50.440229
Identidade de Pohozaev,1,21750,2025-12-30T16:19:54.535423
Identidade digital,1,21750,2025-12-30T16:19:54.535423
Identidade e território,2,21750,2025-12-30T16:19:54.535423
Identidade étnica,13,21750,2025-12-30T16:19:54.535423
Identidade étnico-racial,5,21750,2025-12-30T16:19:54.535423
Identidade européia,1,21750,2025-12-30T16:19:54.535423
Identidade feminina,2,21750,2025-12-30T16:19:54.535423
Identidade latinoamericana,1,21750,2025-12-30T16:19:54.535423
Identidade moral,2,21750,2025-12-30T16:19:54.535423
Identidade nacional,28,21750,2025-12-30T16:19:54.535423
Identidade negra,3,21750,2025-12-30T16:19:54.535423
Identidade organizacional,2,21750,2025-12-30T16:19:54.535423
Identidade profissional,24,21750,2025-12-30T16:19:54.535423
Identidade profissional docente,2,21750,2025-12-30T16:19:54.535423
Identidade racial,1,21750,2025-12-30T16:19:54.535423
Identidade religiosa,1,21750,2025-12-30T16:19:54.535423
Identidade sexual,16,21750,2025-12-30T16:19:54.535423
Identidade social,74,21750,2025-12-30T16:19:54.535423
Identidade social - América Latina,1,21750,2025-12-30T16:19:54.535423
Identidade social - Brasil,4,21750,2025-12-30T16:19:54.535423
Identidade social - Brasil - juízes,1,21750,2025-12-30T16:19:54.535423
Identidade social - Brasil - Mexico,1,21750,2025-12-30T16:19:54.535423
"Identidade social - Brasil, Nordeste",1,21750,2025-12-30T16:19:54.535423
Identidade social - Brazlândia (DF),1,21750,2025-12-30T16:19:54.535423
Identidade social - comunicação social,2,21750,2025-12-30T16:19:54.535423
Identidade social - Distrito Federal (Brasil),1,21750,2025-12-30T16:19:54.535423
Identidade social - mulheres,5,21750,2025-12-30T16:19:54.535423
Identidade social - negros - identidade racial,1,21750,2025-12-30T16:19:54.535423
Identidade social - quilombos,1,21750,2025-12-30T16:19:54.535423
Identidade social - quilombos - Goiás (Estado),1,21750,2025-12-30T16:19:54.535423
Identidade social - raça negra,1,21750,2025-12-30T16:19:54.535423
Identidade social - trabalhadores rurais,1,21750,2025-12-30T16:19:54.535423
Identidade visual,2,21750,2025-12-30T16:19:54.535423
Identidades,3,21750,2025-12-30T16:19:54.535423
Identidades graduadas (Álgebra),1,21750,2025-12-30T16:19:54.535423
Identidades polinomiais,2,21750,2025-12-30T16:19:54.535423
Identificação,19,21750,2025-12-30T16:19:54.535423
Identificação (Psicologia),7,21750,2025-12-30T16:19:54.535423
Identificação arquivística,1,21750,2025-12-30T16:19:54.535423
Identificação bacteriana,1,21750,2025-12-30T16:19:54.535423
Identificação civil,1,21750,2025-12-30T16:19:54.535423
Identificação criminal,1,21750,2025-12-30T16:19:54.535423
Identificação de danos,8,21750,2025-12-30T16:19:54.535423
Identificação de espécies,4,21750,2025-12-30T16:19:54.535423
Identificação de ligantes - técnicas,1,21750,2025-12-30T16:19:54.535423
Identificação de parâmetro modal,3,21750,2025-12-30T16:19:54.535423
Identificação de riscos,2,21750,2025-12-30T16:19:54.535423
Identificação de sentimentos,1,21750,2025-12-30T16:19:54.535423
Identificação de sistemas,8,21750,2025-12-30T16:19:54.535423
Identificação grupal,1,21750,2025-12-30T16:19:54.535423
Identificação nacional,1,21800,2025-12-30T16:19:58.526309
Identificação papiloscópica,1,21800,2025-12-30T16:19:58.526309
Identificação partidária,1,21800,2025-12-30T16:19:58.526309
Identificação perceptual,2,21800,2025-12-30T16:19:58.526309
Identificação polifásica,1,21800,2025-12-30T16:19:58.526309
Identificação por Radiofrequência (RFID),1,21800,2025-12-30T16:19:58.526309
Identificadores persistentes,2,21800,2025-12-30T16:19:58.526309
Ideologia,50,21800,2025-12-30T16:19:58.526309
Ideologia - cultura e meios de cultura,1,21800,2025-12-30T16:19:58.526309
Ideologia - pós-modernismo,1,21800,2025-12-30T16:19:58.526309
Ideologia de gênero,5,21800,2025-12-30T16:19:58.526309
Ideologia e educação,3,21800,2025-12-30T16:19:58.526309
Ideologia espacial,1,21800,2025-12-30T16:19:58.526309
Ideologia gerencialista,6,21800,2025-12-30T16:19:58.526309
Ideologia partidária,1,21800,2025-12-30T16:19:58.526309
Ideologia política,9,21800,2025-12-30T16:19:58.526309
Ideologias,1,21800,2025-12-30T16:19:58.526309
Idílio,1,21800,2025-12-30T16:19:58.526309
Idioblastos,1,21800,2025-12-30T16:19:58.526309
Ídolos e imagens,1,21800,2025-12-30T16:19:58.526309
Idosas - controle postural - medidas baropodométricas,1,21800,2025-12-30T16:19:58.526309
Idosas - controle postural - medidas estabilométricas,1,21800,2025-12-30T16:19:58.526309
Idoso dependente,1,21800,2025-12-30T16:19:58.526309
Idosos,223,21800,2025-12-30T16:19:58.526309
Idosos - aprendizagem,1,21800,2025-12-30T16:19:58.526309
Idosos - aptidão física,7,21800,2025-12-30T16:19:58.526309
Idosos - aspectos psicológicos,4,21800,2025-12-30T16:19:58.526309
Idosos - assistência em instituições,11,21800,2025-12-30T16:19:58.526309
Idosos - boca - cuidado e higiene,1,21800,2025-12-30T16:19:58.526309
Idosos - Brasil - Espanha,1,21800,2025-12-30T16:19:58.526309
Idosos - comportamento,3,21800,2025-12-30T16:19:58.526309
Idosos - condições sociais,15,21800,2025-12-30T16:19:58.526309
Idosos - cuidado e higiene,3,21800,2025-12-30T16:19:58.526309
Idosos - cuidado e tratamento,13,21800,2025-12-30T16:19:58.526309
Idosos - cuidadores,2,21800,2025-12-30T16:19:58.526309
Idosos - cuidados médicos,25,21800,2025-12-30T16:19:58.526309
Idosos - depressão,1,21800,2025-12-30T16:19:58.526309
Idosos - Distrito Federal (Brasil),3,21800,2025-12-30T16:19:58.526309
Idosos - doenças,16,21800,2025-12-30T16:19:58.526309
Idosos - educação,10,21800,2025-12-30T16:19:58.526309
Idosos - escolarização,1,21800,2025-12-30T16:19:58.526309
Idosos - história,1,21800,2025-12-30T16:19:58.526309
Idosos - homens,1,21800,2025-12-30T16:19:58.526309
Idosos - marcha,1,21800,2025-12-30T16:19:58.526309
Idosos - maus-tratos,1,21800,2025-12-30T16:19:58.526309
Idosos - mercado de trabalho,2,21800,2025-12-30T16:19:58.526309
Idosos - mobilidade,2,21800,2025-12-30T16:19:58.526309
Idosos - nutrição,4,21800,2025-12-30T16:19:58.526309
Idosos - odontologia,1,21800,2025-12-30T16:19:58.526309
Idosos - políticas públicas,5,21800,2025-12-30T16:19:58.526309
Idosos - psicologia,8,21850,2025-12-30T16:20:02.624779
Idosos - psicologia - cognição,1,21850,2025-12-30T16:20:02.624779
Idosos - qualidade de vida,17,21850,2025-12-30T16:20:02.624779
Idosos - relações com a família,2,21850,2025-12-30T16:20:02.624779
Idosos - relações humanas,2,21850,2025-12-30T16:20:02.624779
Idosos - Rondônia,1,21850,2025-12-30T16:20:02.624779
Idosos - saúde,59,21850,2025-12-30T16:20:02.624779
Idosos - saúde e higiene,17,21850,2025-12-30T16:20:02.624779
Idosos - saúde e higiene - Distrito Federal (Brasil),1,21850,2025-12-30T16:20:02.624779
Idosos - Tocantins,1,21850,2025-12-30T16:20:02.624779
Idosos - tratamento dentário,1,21850,2025-12-30T16:20:02.624779
Idosos - violência,1,21850,2025-12-30T16:20:02.624779
Idosos -saúde e higiene,1,21850,2025-12-30T16:20:02.624779
Idosos hospitalizados,1,21850,2025-12-30T16:20:02.624779
IDS-2,1,21850,2025-12-30T16:20:02.624779
IEEE 802.11 (Normas),9,21850,2025-12-30T16:20:02.624779
IELTS,1,21850,2025-12-30T16:20:02.624779
Ifá,1,21850,2025-12-30T16:20:02.624779
IFB,1,21850,2025-12-30T16:20:02.624779
IFRS 17,1,21850,2025-12-30T16:20:02.624779
Igarapé,1,21850,2025-12-30T16:20:02.624779
ignorance,1,21850,2025-12-30T16:20:02.624779
Ignorância comparativa,2,21850,2025-12-30T16:20:02.624779
IGR,1,21850,2025-12-30T16:20:02.624779
Igreja,2,21850,2025-12-30T16:20:02.624779
Igreja - história,2,21850,2025-12-30T16:20:02.624779
Igreja Católica,19,21850,2025-12-30T16:20:02.624779
Igreja Católica - doutrinas,1,21850,2025-12-30T16:20:02.624779
Igreja Católica - finanças,2,21850,2025-12-30T16:20:02.624779
Igreja Católica - Papas,2,21850,2025-12-30T16:20:02.624779
Igreja Católica - política,1,21850,2025-12-30T16:20:02.624779
Igreja de São Francisco de Assis (MG),1,21850,2025-12-30T16:20:02.624779
Igreja e Estado,4,21850,2025-12-30T16:20:02.624779
Igreja e estado,2,21850,2025-12-30T16:20:02.624779
Igreja e Estado - Argentina,1,21850,2025-12-30T16:20:02.624779
Igreja e Estado - Brasil,4,21850,2025-12-30T16:20:02.624779
Igreja e problemas sociais,1,21850,2025-12-30T16:20:02.624779
Igreja evangélica,1,21850,2025-12-30T16:20:02.624779
Igreja Evangélica Assembléia de Deus - Brasil,1,21850,2025-12-30T16:20:02.624779
Igreja evangélica brasileira,1,21850,2025-12-30T16:20:02.624779
Igreja Protestante,1,21850,2025-12-30T16:20:02.624779
Igreja Universal do Reino de Deus (IURD),1,21850,2025-12-30T16:20:02.624779
Igrejas,1,21850,2025-12-30T16:20:02.624779
Igrejas católicas - arqitetura - Goiás (Estado),1,21850,2025-12-30T16:20:02.624779
Igrejas LGBTIAP+,1,21850,2025-12-30T16:20:02.624779
Igrejas protestantes,1,21850,2025-12-30T16:20:02.624779
Igrejas urbanas - arquitetura - Brasília (DF),1,21850,2025-12-30T16:20:02.624779
