Termo Principal;Possíveis Duplicatas;Total Variações;Frequência Somada
Construção de concreto pré-moldado;Concreto (100%) | Construção de concreto pré-moldado (100%) | Construção de concreto pré-moldado - avaliação (100%) | Construção de concreto armado (89%) | Construção de caso (84%) | Face de concreto (81%) | Construção de bambu (81%) | Estruturas de concreto armado pré-moldado (81%);8;49
Lagarta;Lagarta (100%) | Lagarta - fecundidade (100%) | Lagarta - fertilidade (100%) | Lagarta - genética (100%) | Lagarta - reprodução (100%) | Lagartas (93%) | Lagarto (86%) | Lagartos (80%);8;54
Construção e validação de escala;Construção de escala (100%) | Construção e validação de escala (100%) | Escala e validação (100%) | Validação (100%) | Validação de escala (100%) | Construção e validação de instrumento (88%) | Construção de caso (84%) | Construção de bambu (81%);8;34
Produção lingüística;Linguística (100%) | Produção (100%) | Produção lingüística (100%) | Educação linguística (85%) | Reconstrução linguística (82%) | Comparação lingüística (81%) | Política linguística (80%) | Variação linguística (80%);8;113
Ansiedade;Ansiedade (100%) | Ansiedade - idosos (100%) | Ansiedade a ativação (100%) | Ansiedade matemática (100%) | Ansiedade nas crianças (100%) | Mães - ansiedade (100%) | Tratamento odontológico - ansiedade (100%) | Vitamina C - ansiedade (100%);8;69
Bebidas - indústria;Bebidas - indústria (100%) | Indústria (100%) | Sal - indústria (85%) | Indústria 4.0 (82%) | Café - indústria (81%) | Indústria - Brasil (81%) | Móveis - indústria (81%) | Ideas industrial (80%);8;40
Administração estratégica;Administração (100%) | Administração estratégica (100%) | Interação estratégica (87%) | Administração local (81%) | Administração rural (81%) | Informação estratégica (81%) | Administração tópica (80%);7;35
Dinâmica de fluidos;Dinâmica (100%) | Dinâmica de fluidos (100%) | Dinâmica dos fluidos - programas de computador (100%) | Engenharia de estruturas - dinâmica dos fluidos (100%) | Fluidos (100%) | Dinâmica dos fluidos (92%) | URL dinâmica (80%);7;34
Citotoxidade;Citotoxidade (100%) | Citotoxicidade (92%) | Fitotoxicidade (85%) | Citoxicidade (83%) | Ecotoxicidade (80%) | Ototoxicidade (80%) | Toxidade (80%);7;38
Documentos arquivísticos;Documentos (100%) | Documentos arquivísticos (100%) | Gestão de documentos arquivísticos digitais (100%) | Documento arquivístico (96%) | Documentosa arquivísticos digitais (83%) | Documento arquivístico digital (81%) | Documentos audiovisuais (81%);7;28
Transmissão de significantes;Transmissão (100%) | Transmissão de significantes (100%) | Transmissão de luz (88%) | Perda de transmissão (82%) | Transmissão de dados (82%) | Linhas de transmissão (80%) | Perdas de transmissão (80%);7;41
Finanças comportamentais;Finanças (100%) | Finanças comportamentais (100%) | Mudanças comportamentais (88%) | Mapas comportamentais (84%) | Indicadores comportamentais (82%) | Indiferença comportamentais (82%) | Vieses comportamentais (81%);7;46
World Wide Web (Sistema de recuperação da informação);Recuperação (100%) | World Wide Web (Sistema de recuperação da informação) (100%) | World Wide Web (Sistema de recuperação da informação) - avaliação (100%) | World Wide Web (Sistema de recuperação da informação) - semântica (100%) | Recuperação da fadiga (80%) | Recuperação de ativos (80%) | Recuperação de imagem (80%);7;15
Dispositivos de transmissão;Dispositivos de transmissão (100%) | Transmissão (100%) | Transmissão de luz (88%) | Perda de transmissão (82%) | Transmissão de dados (82%) | Linhas de transmissão (80%) | Perdas de transmissão (80%);7;41
Crime contra a humanidade;Crime (100%) | Crime contra a humanidade (100%) | Crime contra a humanidade - história (100%) | Humanidade (100%) | Crime contra a honra (82%) | Crime contra a mulher (80%) | Crime contra a pessoa (80%);7;25
Diversidade na educação;Diversidade (100%) | Diversidade na educação (100%) | Educação (100%) | Mudanças na diversidade (83%) | Arte na educação (81%) | Diversidade Beta (81%) | Educação CTS (80%);7;396
Tratamento alternativo;Infecção - tratamento alternativo (100%) | Leishmania - tratamento alternativo (100%) | Tratamento (100%) | Tratamento alternativo (100%) | Tratamento paliativo (86%) | Tratamento intensivo (81%) | Tratamento térmico (80%);7;75
Co-disposição de resíduos de mineração;Co-disposição de resíduos de mineração (100%) | Mineração (100%) | Resíduos (100%) | Mineração - resíduos (95%) | Resíduos de água (81%) | Mineração de dados (80%) | Mineração de texto (80%);7;96
Direitos fundamentais;Direito constitucional - direitos fundamentais (100%) | Direitos (100%) | Direitos fundamentais (100%) | Direitos fundamentais - aspectos sociais (100%) | Pacientes - direitos fundamentais (100%) | Trabalhadores - direitos fundamentais (100%) | Direito fundamental (90%);7;61
Aditivos;Aditivos (100%) | Aditivos químicos (100%) | Aditivos retentores de água (100%) | Aditivos superplastificantes (100%) | Alimentos - aditivos (100%) | Alimentos aditivos (100%) | Nativos (80%);7;23
Conhecimento jurídico;Conhecimento (100%) | Conhecimento jurídico (100%) | Conhecimento químico (88%) | Inconsciente jurídico (81%) | Conhecimento local (80%) | Conhecimento tático (80%) | Conhecimento tradicional (80%);7;61
Diversidade linguística;Diversidade (100%) | Diversidade linguística (100%) | Linguística (100%) | Diversidade sociolinguística (90%) | Diversidade religiosa (82%) | Diversidade Beta (81%) | Diversidade fúngica (81%);7;119
Alocação de recursos computacionais;Alocação de recursos (100%) | Alocação de recursos computacionais (100%) | Descoberta de recursos computacionais (85%) | Gerenciamento de recursos computacionais (85%) | Obras computacionais (82%) | Custos computacionais (80%) | Nuvens computacionais (80%);7;31
Ética indígena;Ética (100%) | Ética indígena (100%) | Temática indígena (90%) | Política indígena (84%) | Tradição indígena (84%) | Etnologia Indígena (81%) | Autoria indígena (80%);7;127
Tratamento dietético;Tratamento (100%) | Tratamento dietético (100%) | Tratamento genético (87%) | Tratamento térmico (84%) | Tratamento dentário (82%) | Tratamento médico (81%) | Tratamento intensivo (80%);7;85
Diálogos - Brasil - México;Brasil (100%) | Diálogos (100%) | Diálogos - Brasil - México (100%) | México (100%) | Índios - Brasil - México (87%) | Índios - México - Brasil (87%) | TV Brasil (80%);7;223
Direitos territoriais indígenas;Direitos (100%) | Direitos indígenas (100%) | Direitos territoriais indígenas (100%) | Indígenas (100%) | Indígenas Jê (86%) | Indígenas - direitos civis (82%) | Zonas territoriais (80%);7;129
Sistema Nacional de EducaçãoSistema Nacional de Educação (SNE);Educação (100%) | Sistema (100%) | Sistema Nacional de EducaçãoSistema Nacional de Educação (SNE) (100%) | Plano Nacional de Educação (87%) | Sistema Nacional de Saúde (86%) | Educação CTS (80%) | Sistema de TD&E (80%);7;353
Criatividade em  matemática;Criatividade (100%) | Criatividade em  matemática (100%) | Criatividade em matemática (100%) | Criatividade em matemática - avaliação - estímulo (100%) | Matemática (100%) | Matemática - criatividade (96%) | Técnicas de criatividade (80%);7;159
Doença de Chagas - Goiás (Estado);Doença (100%) | Doença de Chagas (100%) | Doença de Chagas - Goiás (Estado) (100%) | Goiás (Estado) (100%) | Ciganos - Goiás (Estado) (80%) | Jazidas - Goiás (Estado) (80%) | Turismo - Goiás (Estado) (80%);7;111
Conhecimento ecológico;Conhecimento (100%) | Conhecimento ecológico (100%) | Conhecimento tecnológico (96%) | Conhecimento geográfico (84%) | Movimento ecológico (83%) | Conhecimento explícito (82%) | Conhecimento local (80%);7;47
Financiamento ambiental;Financiamento (100%) | Financiamento ambiental (100%) | Licenciamento ambiental (87%) | Saneamento ambiental (84%) | Financiamento estatal (82%) | Lei ambiental (82%) | Planejamento ambiental (80%);7;79
Dinâmica molecular;Dinâmica (100%) | Dinâmica molecular (100%) | Dinâmica molecular - congressos (100%) | Dinâmica folicular (89%) | Dinâmica veicular (86%) | Física molecular (82%) | URL dinâmica (80%);7;46
Cuidados médicos - João Pessoa (PB);Cuidados (100%) | Cuidados médicos (100%) | Cuidados médicos - João Pessoa (PB) (100%) | João Pessoa (PB) (100%) | Médicos (100%) | Pessoa (100%) | Idosos - cuidados médicos (84%);7;53
Crime contra a criança;Criança (100%) | Crime (100%) | Crime contra a criança (100%) | Crime sexual contra a criança (100%) | Crime contra a honra (82%) | Crime contra a mulher (80%) | Crime contra a pessoa (80%);7;39
Transporte aéreo internacional;Transporte (100%) | Transporte aéreo (100%) | Transporte aéreo internacional (100%) | Ato internacional (87%) | Ajuda internacional (81%) | Mídia internacional (81%) | Moeda internacional (81%);7;22
Dispersão de ondas de superfície;Dispersão (100%) | Dispersão de ondas de superfície (100%) | Ondas (100%) | Ondas de superfície (100%) | Superfície (100%) | Ondas P (83%) | Ondas S (83%);7;9
Doença celíaca;Doença (100%) | Doença celíaca (100%) | Doença celíaca - aspectos genéticos (100%) | Doença celíaca - crianças (100%) | Doença celíaca - diagnóstico (100%) | Doença celíaca - idosos (100%) | Doença celíaca - tratamento (100%);7;62
Violência urbana - Rio de Janeiro (RJ);Violência (100%) | Violência urbana (100%) | Violência urbana - Rio de Janeiro (RJ) (100%) | Mapas - Rio de Janeiro (RJ) (88%) | Favelas - Rio de Janeiro (RJ) (84%) | Turismo - Rio de Janeiro (RJ) (84%) | Violência - LGBT (81%);7;140
Financiamento internacional;Financiamento (100%) | Financiamento internacional (100%) | Ato internacional (87%) | Ajuda internacional (81%) | Mídia internacional (81%) | Moeda internacional (81%) | Finanças internacionais (80%);7;41
Fatores de impacto;Fatores de impacto (100%) | Impacto (100%) | Fatores de risco (82%) | Força de impacto (82%) | Teste de impacto (82%) | Fatores de riscos (80%) | Indicadores de impacto (80%);7;85
Crânio;Anatomia do crânio (100%) | Crânio (100%) | Crânio - animais (100%) | Crânio - anomalias (100%) | Crânio - cirurgias (100%) | Crânio - ferimentos e lesões (100%) | Urânio (83%);7;21
Contadores - aspectos morais e éticos;Contadores (100%) | Contadores - aspectos morais e éticos (100%) | Aborto - aspectos morais e éticos (88%) | Pesquisa - aspectos morais e éticos (85%) | Trabalho - aspectos morais e éticos (85%) | Pessoal da área médica - aspectos morais e éticos (83%) | Pluralismo - aspectos morais e éticos - Brasil (83%);7;36
Vocabulário;Aquisição de vocabulário (100%) | Linguagem e línguas - vocabulário (100%) | Vocabulário (100%) | Vocabulário - análise (100%) | Vocabulário - aprendizagem (100%) | Vocabulário controlado (100%) | Vocabulário Nheengatú-Português (100%);7;13
Diplomacia internacional;Diplomacia (100%) | Diplomacia internacional (100%) | Ato internacional (87%) | Ajuda internacional (81%) | Mídia internacional (81%) | Moeda internacional (81%) | Aviação internacional (80%);7;31
Cuiabá (MT);Cuiabá (100%) | Cuiabá (MT) (100%) | Cuiabá (MT) - arquitetura (100%) | Linguagem e línguas - Cuiabá (MT) (100%) | Nascimento - Cuiabá (MT) (100%) | Planejamento urbano - Cuiabá (MT) (100%) | Recém-nascidos - peso baixo - Cuiabá (MT) (100%);7;7
Acre (Estado);Acre (Estado) (100%) | Acre (Estado) - desmatamento (100%) | Acre (Estado) - pesquisa florestal (100%) | Indústria de móveis - Acre (Estado) (100%) | Planejamento urbano - Acre (Estado) (100%) | Pará (Estado) (85%) | Ceará (Estado) (81%);7;27
Crianças e adolescentes vivendo com HIV/aids;Adolescentes (100%) | Crianças (100%) | Crianças e adolescentes (100%) | Crianças e adolescentes vivendo com HIV/aids (100%) | HIV/AIDS (100%) | Pais e adolescentes (85%) | Direito de crianças e adolescentes (81%);7;354
Tradutores;Formação de tradutores e intérpretes de Línguas de Sinais (100%) | Língua de sinais - tradutores (100%) | Tradutores (100%) | Tradutores - autonomia (100%) | Tradutores - competências (100%) | Tradutores - formação profissional (100%) | Traduções (84%);7;25
Disunificação;Disunificação (100%) | Teoria de Disunificação (100%) | Desunificação (92%) | Diversificação (81%) | Subnotificação (81%) | Densificação (80%) | Significação (80%);7;15
Filogenia molecular;Filogenia (100%) | Filogenia molecular (100%) | Biologia molecular (86%) | Imunologia molecular (82%) | Genética molecular (81%) | Fluorescência molecular (81%) | Física molecular (80%);7;204
Construção da linguagem escrita;Construção da linguagem escrita (100%) | Escrita (100%) | Linguagem (100%) | Linguagem escrita (100%) | Linguagem R (90%) | Linguagem SQL (82%) | Desconstrução da linguagem (81%);7;96
Família - Amazônia;Amazônia (100%) | Familia (100%) | Família - Amazônia (100%) | Malária - Amazônia (83%) | Amazônia - clima (82%) | Amazônia - Brasil (80%) | Soja - Amazônia (80%);7;304
Direito à aprendizagem;Aprendizagem (100%) | Direito (100%) | Direito à aprendizagem (100%) | Distúrbios da aprendizagem (83%) | Aprendizagem - rato (83%) | Aprendizagem ativa (80%) | Aprendizagem móvel (80%);7;320
Exame Nacional do Ensino Médio (Brasil);Ensino (100%) | Ensino médio (100%) | Exame Nacional do Ensino Médio (Brasil) (100%) | Exame Nacional do Ensino Médio (Brasil) - Espanhol (100%) | Museu Nacional (Brasil) (85%) | Rádio Nacional (Brasil) (85%) | Novo Ensino Médio (83%);7;242
Consumo alimentar;Consumo (100%) | Consumo alimentar (100%) | Consumo alimentar - avaliação (100%) | Sódio - consumo alimentar (100%) | Alimentos - consumo (83%) | Conversão alimentar (83%) | Consumo de alimentos (81%);7;91
